aac-	aacA16.NG_052380.1	aac_6___Iaf.NG_047278.1	aac_6___Ip.NG_047307.2	aac_6___Iq.NG_047308.1
aac-_1	aacA57_2.NG_052083.1	aac_6___Ian.NG_047282.1	aac_6___Ian.NG_052170.1
aac-_2	aacA32.NG_052208.1	aac_6___32.NG_047266.1
aac-_3	aacA8.NG_052107.1	aac_6___31.NG_047265.1	aac_6___31.NG_052210.1	aac_6___31.NG_052214.1
aacA10	aacA10.NG_052119.1
blaBRO_-	blaBRO_1.NG_048711.1	blaBRO_2.NG_054940.1
blaBSU_1	blaBSU_1.NG_050942.1
blaBUT_-	blaBUT_1.NG_056480.1	blaBUT_2.NG_056481.1
blaB_-	blaB_1.NG_048691.1	blaB_11.NG_048693.1	blaB_14.NG_048696.1	blaB_17.NG_067206.1	blaB_18.NG_067207.1	blaB_2.NG_048697.1	blaB_20.NG_067209.1	blaB_21.NG_067210.1	blaB_29.NG_067982.1	blaB_30.NG_068164.1	blaB_31.NG_067216.1	blaB_32.NG_067217.1	blaB_33.NG_067218.1
blaB_-_1	blaB_12.NG_048694.1	blaB_13.NG_048695.1	blaB_19.NG_067208.1	blaB_23.NG_067212.1	blaB_3.NG_048698.1	blaB_35.NG_067219.1
blaB_-_2	blaB_10.NG_048692.1	blaB_15.NG_065421.1	blaB_22.NG_067211.1	blaB_24.NG_067213.1	blaB_25.NG_067214.1	blaB_26.NG_067215.1	blaB_27.NG_067980.2	blaB_28.NG_067981.1	blaB_34.NG_067983.2	blaB_36.NG_067984.1	blaB_39.NG_067985.1	blaB_5.NG_048699.1	blaB_6.NG_068504.1	blaB_7.NG_048701.1	blaB_8.NG_048702.1	blaB_9.NG_048703.1
blaB_-_3	blaB_16.NG_067205.1	blaB_38.NG_067220.1
blaC-	blaCFE_1.NG_048757.1	blaCMY_100.NG_048770.1	blaCMY_169.NG_067136.1	blaCMY_93.NG_048890.1
blaC-_1	blaCFE_2.NG_063837.1	blaCMY_159.NG_062243.1
blaC-_2	blaCMA_1.NG_062222.1	blaCMA_2.NG_062212.1	blaCSA_1.NG_062223.1	blaCSA_2.NG_062211.1
blaCAM_1	blaCAM_1.NG_065859.1
blaCARB_-	blaCARB_10.NG_048714.1	blaCARB_14.NG_048717.1	blaCARB_16.NG_048718.1	blaCARB_49.NG_051466.1	blaCARB_5.NG_048750.1	blaCARB_50.NG_063836.1	blaCARB_54.NG_070176.1	blaCARB_8.NG_048753.1
blaCARB_-_1	blaCARB_1.NG_048713.1	blaCARB_11.NG_048715.1	blaCARB_12.NG_056111.1	blaCARB_2.NG_048722.1	blaCARB_3.NG_048733.1	blaCARB_51.NG_066505.1	blaCARB_53.NG_070729.1	blaCARB_55.NG_052478.1	blaCARB_6.NG_048751.1
blaCARB_-_2	blaCARB_4.NG_048742.1	blaCARB_52.NG_066506.1
blaCARB_-_3	blaCARB_7.NG_048752.1	blaCARB_9.NG_048754.1
blaCARB_-_4	blaCARB_17.NG_048719.1	blaCARB_18.NG_048720.1	blaCARB_19.NG_048721.1	blaCARB_20.NG_054946.1	blaCARB_21.NG_048724.1	blaCARB_22.NG_048725.1	blaCARB_23.NG_048726.1	blaCARB_24.NG_048727.1	blaCARB_25.NG_048728.1	blaCARB_26.NG_048729.1	blaCARB_27.NG_048730.1	blaCARB_28.NG_048731.1	blaCARB_29.NG_048732.1	blaCARB_30.NG_048734.1	blaCARB_31.NG_048735.1	blaCARB_32.NG_048736.1	blaCARB_33.NG_048737.1	blaCARB_34.NG_048738.1	blaCARB_35.NG_048739.1	blaCARB_36.NG_048740.1	blaCARB_38.NG_048741.1	blaCARB_40.NG_048743.1	blaCARB_41.NG_048744.1	blaCARB_43.NG_048746.1	blaCARB_44.NG_048747.1	blaCARB_45.NG_048748.1	blaCARB_46.NG_048749.2	blaCARB_47.NG_050564.1	blaCARB_48.NG_050604.1
blaCARB_42	blaCARB_42.NG_048745.1
blaCAR_1	blaCAR_1.NG_048712.1
blaCBP_1	blaCBP_1.NG_048756.1
blaCDD_-	blaCDD_1.NG_065860.1	blaCDD_2.NG_065861.1
blaCGA_1	blaCGA_1.NG_048758.1
blaCGB_1	blaCGB_1.NG_051689.1
blaCIA_-	blaCIA_1.NG_048759.1	blaCIA_2.NG_048760.1	blaCIA_3.NG_048761.1	blaCIA_4.NG_048762.1
blaCME_-	blaCME_1.NG_048764.1	blaCME_2.NG_048765.1
blaCMH_-	blaCMH_1.NG_048766.1	blaCMH_2.NG_048767.1	blaCMH_3.NG_050719.1	blaCMH_4.NG_061416.1	blaCMH_5.NG_061417.1	blaCMH_6.NG_067134.1
blaCMY_157	blaCMY_157.NG_055587.1
blaCPS_1	blaCPS_1.NG_048587.1
blaCRD3_1	blaCRD3_1.NG_062235.1
blaCRH_-	blaCRH_1.NG_054656.1	blaCRH_2.NG_057456.1	blaCRH_3.NG_057457.1
blaCRP_1	blaCRP_1.NG_054657.1
blaCTX_M_-	blaCTX_M_1.NG_048897.1	blaCTX_M_10.NG_048898.1	blaCTX_M_101.NG_048900.1	blaCTX_M_103.NG_048902.1	blaCTX_M_114.NG_048909.1	blaCTX_M_116.NG_048911.1	blaCTX_M_117.NG_048912.1	blaCTX_M_12.NG_048913.1	blaCTX_M_123.NG_048916.1	blaCTX_M_127.NG_055268.1	blaCTX_M_132.NG_048924.1	blaCTX_M_136.NG_048926.1	blaCTX_M_138.NG_051737.1	blaCTX_M_139.NG_048928.1	blaCTX_M_142.NG_048931.1	blaCTX_M_143.NG_067138.1	blaCTX_M_144.NG_048932.1	blaCTX_M_146.NG_056169.1	blaCTX_M_15.NG_048935.1	blaCTX_M_150.NG_048936.1	blaCTX_M_153.NG_068167.1	blaCTX_M_154.NG_067221.1	blaCTX_M_155.NG_048939.1	blaCTX_M_156.NG_048940.1	blaCTX_M_157.NG_048941.1	blaCTX_M_158.NG_048942.1	blaCTX_M_162.NG_048947.1	blaCTX_M_163.NG_048948.1	blaCTX_M_164.NG_048949.1	blaCTX_M_166.NG_048951.1	blaCTX_M_167.NG_048952.1	blaCTX_M_169.NG_048954.1	blaCTX_M_170.NG_048956.1	blaCTX_M_172.NG_048957.1	blaCTX_M_173.NG_048958.1	blaCTX_M_175.NG_048960.1	blaCTX_M_176.NG_048961.1	blaCTX_M_177.NG_048962.1	blaCTX_M_178.NG_056408.1	blaCTX_M_179.NG_048963.1	blaCTX_M_180.NG_048964.1	blaCTX_M_181.NG_048965.1	blaCTX_M_182.NG_048966.1	blaCTX_M_183.NG_050812.1	blaCTX_M_184.NG_050813.1	blaCTX_M_186.NG_051165.1	blaCTX_M_187.NG_056409.1	blaCTX_M_188.NG_051467.1	blaCTX_M_189.NG_051468.1	blaCTX_M_190.NG_051509.1	blaCTX_M_193.NG_052899.1	blaCTX_M_194.NG_052900.1	blaCTX_M_197.NG_054686.1	blaCTX_M_202.NG_055272.1	blaCTX_M_203.NG_055269.1	blaCTX_M_204.NG_055283.1	blaCTX_M_206.NG_056171.1	blaCTX_M_207.NG_056173.1	blaCTX_M_208.NG_057474.1	blaCTX_M_209.NG_057475.1	blaCTX_M_210.NG_057476.1	blaCTX_M_211.NG_057477.1	blaCTX_M_212.NG_057478.1	blaCTX_M_216.NG_057608.1	blaCTX_M_218.NG_057613.1	blaCTX_M_22.NG_048971.1	blaCTX_M_220.NG_060560.1	blaCTX_M_222.NG_061609.1	blaCTX_M_224.NG_062241.1	blaCTX_M_225.NG_064720.1	blaCTX_M_226.NG_064721.1	blaCTX_M_227.NG_065865.1	blaCTX_M_228.NG_065866.1	blaCTX_M_23.NG_048972.1	blaCTX_M_230.NG_067139.1	blaCTX_M_231.NG_067140.1	blaCTX_M_232.NG_067141.1	blaCTX_M_236.NG_068506.1	blaCTX_M_237.NG_070730.1	blaCTX_M_238.NG_070731.1	blaCTX_M_28.NG_048977.1	blaCTX_M_29.NG_048978.1	blaCTX_M_3.NG_048979.1	blaCTX_M_30.NG_048980.1	blaCTX_M_32.NG_048982.1	blaCTX_M_33.NG_048983.1	blaCTX_M_34.NG_048984.1	blaCTX_M_36.NG_048986.1	blaCTX_M_37.NG_048987.1	blaCTX_M_42.NG_048993.1	blaCTX_M_52.NG_049003.1	blaCTX_M_53.NG_049004.1	blaCTX_M_54.NG_049005.1	blaCTX_M_55.NG_049006.1	blaCTX_M_58.NG_049008.1	blaCTX_M_60.NG_049011.1	blaCTX_M_61.NG_049012.1	blaCTX_M_62.NG_049013.1	blaCTX_M_66.NG_049017.1	blaCTX_M_68.NG_049019.1	blaCTX_M_69.NG_049020.1	blaCTX_M_71.NG_049023.1	blaCTX_M_72.NG_049024.1	blaCTX_M_79.NG_049031.1	blaCTX_M_80.NG_049033.1	blaCTX_M_82.NG_049035.1	blaCTX_M_88.NG_049041.2	blaCTX_M_96.NG_049050.1
blaCTX_M_-_1	blaCTX_M_102.NG_048901.1	blaCTX_M_104.NG_048903.1	blaCTX_M_105.NG_048904.1	blaCTX_M_110.NG_048905.2	blaCTX_M_111.NG_048906.1	blaCTX_M_112.NG_048907.1	blaCTX_M_113.NG_048908.1	blaCTX_M_121.NG_048914.1	blaCTX_M_122.NG_048915.1	blaCTX_M_125.NG_048918.1	blaCTX_M_126.NG_048919.1	blaCTX_M_129.NG_048920.1	blaCTX_M_13.NG_048921.1	blaCTX_M_130.NG_048922.1	blaCTX_M_134.NG_048925.1	blaCTX_M_137.NG_048927.1	blaCTX_M_14.NG_048929.1	blaCTX_M_140.NG_068166.1	blaCTX_M_147.NG_048933.1	blaCTX_M_148.NG_048934.1	blaCTX_M_159.NG_048943.1	blaCTX_M_16.NG_048944.1	blaCTX_M_161.NG_048946.1	blaCTX_M_168.NG_048953.1	blaCTX_M_17.NG_048955.1	blaCTX_M_174.NG_048959.1	blaCTX_M_19.NG_048967.1	blaCTX_M_191.NG_056165.1	blaCTX_M_192.NG_056166.1	blaCTX_M_195.NG_052901.1	blaCTX_M_196.NG_052902.1	blaCTX_M_198.NG_054687.1	blaCTX_M_201.NG_055502.1	blaCTX_M_21.NG_048970.1	blaCTX_M_213.NG_057473.1	blaCTX_M_214.NG_057483.1	blaCTX_M_215.NG_063838.1	blaCTX_M_219.NG_059336.1	blaCTX_M_221.NG_061413.1	blaCTX_M_223.NG_062275.1	blaCTX_M_233.NG_067142.1	blaCTX_M_235.NG_068169.1	blaCTX_M_239.NG_070732.1	blaCTX_M_24.NG_048973.1	blaCTX_M_240.NG_070733.1	blaCTX_M_241.NG_070734.1	blaCTX_M_242.NG_070784.1	blaCTX_M_27.NG_048976.1	blaCTX_M_38.NG_048988.1	blaCTX_M_46.NG_048996.1	blaCTX_M_47.NG_048997.1	blaCTX_M_48.NG_048998.1	blaCTX_M_49.NG_048999.1	blaCTX_M_50.NG_049001.1	blaCTX_M_51.NG_049002.1	blaCTX_M_65.NG_049016.1	blaCTX_M_67.NG_049018.1	blaCTX_M_73.NG_049025.1	blaCTX_M_81.NG_049034.1	blaCTX_M_83.NG_049036.1	blaCTX_M_84.NG_049037.1	blaCTX_M_85.NG_049038.1	blaCTX_M_86.NG_049039.1	blaCTX_M_87.NG_049040.1	blaCTX_M_9.NG_049043.1	blaCTX_M_90.NG_049044.1	blaCTX_M_93.NG_049047.1	blaCTX_M_98.NG_049052.1	blaCTX_M_99.NG_049053.1
blaCTX_M_-_2	blaCTX_M_100.NG_048899.1	blaCTX_M_152.NG_048938.1	blaCTX_M_160.NG_048945.1	blaCTX_M_185.NG_050944.1	blaCTX_M_205.NG_055667.1	blaCTX_M_217.NG_057610.1	blaCTX_M_25.NG_048974.1	blaCTX_M_26.NG_048975.1	blaCTX_M_39.NG_048989.1	blaCTX_M_41.NG_048992.1	blaCTX_M_78.NG_049030.1	blaCTX_M_89.NG_049042.1	blaCTX_M_91.NG_049045.1	blaCTX_M_94.NG_049048.1
blaCTX_M_-_3	blaCTX_M_115.NG_048910.1	blaCTX_M_124.NG_048917.1	blaCTX_M_131.NG_048923.1	blaCTX_M_141.NG_048930.1	blaCTX_M_165.NG_048950.1	blaCTX_M_171.NG_051164.1	blaCTX_M_2.NG_048968.1	blaCTX_M_20.NG_048969.1	blaCTX_M_200.NG_055501.1	blaCTX_M_229.NG_065867.1	blaCTX_M_31.NG_048981.1	blaCTX_M_35.NG_048985.1	blaCTX_M_4.NG_048990.1	blaCTX_M_43.NG_048994.1	blaCTX_M_44.NG_048995.1	blaCTX_M_5.NG_049000.1	blaCTX_M_56.NG_049007.1	blaCTX_M_59.NG_049009.1	blaCTX_M_6.NG_049010.1	blaCTX_M_7.NG_049021.1	blaCTX_M_76.NG_049028.1	blaCTX_M_77.NG_049029.1	blaCTX_M_92.NG_049046.1	blaCTX_M_95.NG_049049.1	blaCTX_M_97.NG_049051.1
blaCTX_M_-_4	blaCTX_M_199.NG_054961.1	blaCTX_M_234.NG_068168.1	blaCTX_M_64.NG_049015.1
blaCTX_M_-_5	blaCTX_M_40.NG_048991.1	blaCTX_M_63.NG_049014.1	blaCTX_M_8.NG_049032.1
blaCTX_M_151	blaCTX_M_151.NG_048937.1
blaCTX_M_7-	blaCTX_M_74.NG_049026.1	blaCTX_M_75.NG_049027.1
blaCVI_1	blaCVI_1.NG_067986.1
blaDES_1	blaDES_1.NG_049054.1
blaDHT2_1	blaDHT2_1.NG_062233.1
blaDIM_1	blaDIM_1.NG_049077.1
blaE	blaE.NG_047493.1
blaEAM_1	blaEAM_1.NG_062208.1
blaEBR_-	blaEBR_1.NG_049078.1	blaEBR_2.NG_057443.1	blaEBR_3.NG_066507.1
blaECM_1	blaECM_1.NG_062207.1
blaECV_1	blaECV_1.NG_059320.1
blaEC_-	blaEC_13.NG_049079.1	blaEC_14.NG_049080.1	blaEC_15.NG_049081.1	blaEC_16.NG_049082.1	blaEC_18.NG_049083.1	blaEC_19.NG_049084.1	blaEC_5.NG_049085.1	blaEC_8.NG_049086.1
blaEFM_1	blaEFM_1.NG_062204.1
blaELM_1	blaELM_1.NG_062206.1
blaERP_1	blaERP_1.NG_049087.1
blaESP_1	blaESP_1.NG_049088.1
blaEVM_1	blaEVM_1.NG_062205.1
blaF	blaF.NG_047497.1
blaF-	blaFLC_1.NG_065869.1	blaFRI_8.NG_065423.1
blaFAR_1	blaFAR_1.NG_049089.2
blaFEZ_1	blaFEZ_1.NG_049090.1
blaFIA_1	blaFIA_1.NG_057437.1
blaFIM_1	blaFIM_1.NG_049091.1
blaFOX_-	blaFOX_1.NG_049098.1	blaFOX_10.NG_049099.1	blaFOX_12.NG_049100.1	blaFOX_13.NG_049101.1	blaFOX_14.NG_050814.1	blaFOX_15.NG_059334.1	blaFOX_16.NG_057480.1	blaFOX_17.NG_068170.1	blaFOX_2.NG_049102.1	blaFOX_3.NG_049103.1	blaFOX_4.NG_049104.1	blaFOX_5.NG_049105.1	blaFOX_7.NG_049106.1	blaFOX_8.NG_049107.1	blaFOX_9.NG_049108.1
blaFPH_1	blaFPH_1.NG_054658.1
blaFRI_-	blaFRI_1.NG_049109.1	blaFRI_2.NG_055010.1	blaFRI_3.NG_054683.1	blaFRI_4.NG_055267.1	blaFRI_6.NG_063840.1	blaFRI_7.NG_064722.1	blaFRI_9.NG_065424.1
blaFRI_5	blaFRI_5.NG_057488.1
blaFTU_1	blaFTU_1.NG_049110.1
blaGES_-	blaGES_1.NG_049111.1	blaGES_10.NG_049112.1	blaGES_11.NG_049113.1	blaGES_12.NG_049114.1	blaGES_13.NG_049115.1	blaGES_14.NG_049116.1	blaGES_15.NG_049117.1	blaGES_16.NG_049118.1	blaGES_17.NG_049119.1	blaGES_18.NG_049120.1	blaGES_19.NG_049121.1	blaGES_2.NG_049122.1	blaGES_20.NG_049123.1	blaGES_21.NG_049124.1	blaGES_22.NG_049125.1	blaGES_24.NG_049127.1	blaGES_25.NG_049128.1	blaGES_26.NG_049129.1	blaGES_27.NG_049130.1	blaGES_28.NG_049131.1	blaGES_29.NG_049132.1	blaGES_3.NG_049133.1	blaGES_30.NG_049134.1	blaGES_31.NG_049135.1	blaGES_32.NG_051512.1	blaGES_33.NG_054709.1	blaGES_34.NG_056177.1	blaGES_35.NG_060520.1	blaGES_36.NG_060521.1	blaGES_37.NG_060522.1	blaGES_38.NG_062215.1	blaGES_39.NG_062216.1	blaGES_4.NG_049136.1	blaGES_40.NG_062356.1	blaGES_41.NG_065425.1	blaGES_42.NG_065870.1	blaGES_43.NG_065871.1	blaGES_44.NG_070735.1	blaGES_45.NG_070736.1	blaGES_46.NG_071202.1	blaGES_5.NG_049137.1	blaGES_6.NG_049138.1	blaGES_7.NG_049139.1	blaGES_8.NG_049140.1	blaGES_9.NG_049141.1
blaGES_23	blaGES_23.NG_049126.1
blaGIL_1	blaGIL_1.NG_049142.1
blaGIM_-	blaGIM_1.NG_049143.1	blaGIM_2.NG_049144.1
blaGOB_-	blaGOB_1.NG_049145.1	blaGOB_10.NG_049146.1	blaGOB_11.NG_049147.1	blaGOB_12.NG_049148.1	blaGOB_13.NG_049149.1	blaGOB_14.NG_049150.1	blaGOB_15.NG_049151.1	blaGOB_18.NG_049154.1	blaGOB_19.NG_067222.1	blaGOB_20.NG_067987.1	blaGOB_21.NG_067988.1	blaGOB_23.NG_067990.1	blaGOB_24.NG_067991.1	blaGOB_25.NG_067992.1	blaGOB_26.NG_067993.1	blaGOB_28.NG_068171.1	blaGOB_30.NG_067996.1	blaGOB_32.NG_067998.1	blaGOB_38.NG_068004.1	blaGOB_39.NG_068005.1	blaGOB_40.NG_068006.1	blaGOB_41.NG_068007.1	blaGOB_42.NG_068008.2	blaGOB_43.NG_068009.1	blaGOB_45.NG_068172.1	blaGOB_48.NG_068012.1	blaGOB_5.NG_050654.1	blaGOB_50.NG_068014.1	blaGOB_8.NG_049155.1	blaGOB_9.NG_049156.1
blaGOB_-_1	blaGOB_16.NG_049152.1	blaGOB_17.NG_049153.1	blaGOB_22.NG_067989.1	blaGOB_27.NG_067994.1	blaGOB_44.NG_068010.1	blaGOB_46.NG_068011.1	blaGOB_47.NG_068223.1
blaGOB_-_2	blaGOB_29.NG_067995.1	blaGOB_31.NG_067997.1	blaGOB_49.NG_068013.1	blaGOB_7.NG_050655.1
blaGOB_-_3	blaGOB_33.NG_067999.1	blaGOB_34.NG_068000.1	blaGOB_35.NG_068001.1	blaGOB_36.NG_068002.1	blaGOB_37.NG_068003.1	blaGOB_51.NG_068015.1
blaGPC_1	blaGPC_1.NG_057489.1
blaGRD23_1	blaGRD23_1.NG_062239.1
blaGRD33_1	blaGRD33_1.NG_062238.1
blaHER_-	blaHER_1.NG_049157.1	blaHER_2.NG_049158.1	blaHER_3.NG_049159.1	blaHER_4.NG_049160.1	blaHER_5.NG_049161.1	blaHER_6.NG_049162.1	blaHER_8.NG_049163.1
blaHMB_1	blaHMB_1.NG_052225.1
blaI	blaI.NG_047499.1
blaIDC_-	blaIDC_1.NG_068174.1	blaIDC_2.NG_068175.1
blaIMI_5	blaIMI_5.NG_054695.1
blaIMI_8	blaIMI_8.NG_049170.1
blaIMP_-	blaIMP_13.NG_049176.1	blaIMP_17.NG_049180.1	blaIMP_33.NG_049198.1	blaIMP_37.NG_049201.1	blaIMP_39.NG_064724.1	blaIMP_84.NG_065875.1
blaIMP_-_1	blaIMP_1.NG_049172.1	blaIMP_10.NG_049173.1	blaIMP_15.NG_049178.1	blaIMP_25.NG_049189.1	blaIMP_26.NG_049190.1	blaIMP_28.NG_049192.1	blaIMP_3.NG_049194.1	blaIMP_30.NG_049195.1	blaIMP_34.NG_049199.1	blaIMP_38.NG_049202.1	blaIMP_4.NG_049203.1	blaIMP_40.NG_049204.1	blaIMP_42.NG_049206.1	blaIMP_43.NG_049207.1	blaIMP_5.NG_049212.1	blaIMP_51.NG_049213.1	blaIMP_52.NG_049214.1	blaIMP_55.NG_049217.1	blaIMP_59.NG_055477.1	blaIMP_6.NG_049220.1	blaIMP_60.NG_050945.1	blaIMP_61.NG_051166.1	blaIMP_62.NG_051513.1	blaIMP_66.NG_054676.1	blaIMP_7.NG_049221.1	blaIMP_70.NG_056176.1	blaIMP_73.NG_057463.1	blaIMP_76.NG_061409.1	blaIMP_77.NG_061410.1	blaIMP_78.NG_061411.1	blaIMP_79.NG_061626.1	blaIMP_80.NG_062274.1	blaIMP_81.NG_065947.1	blaIMP_85.NG_066696.1	blaIMP_88.NG_070737.1	blaIMP_89.NG_070738.1
blaIMP_-_2	blaIMP_12.NG_049175.1	blaIMP_63.NG_052049.1
blaIMP_-_3	blaIMP_14.NG_049177.1	blaIMP_18.NG_049181.1	blaIMP_32.NG_049197.1	blaIMP_46.NG_064725.1	blaIMP_48.NG_049210.1	blaIMP_49.NG_049211.1	blaIMP_54.NG_049216.1	blaIMP_56.NG_049218.1	blaIMP_65.NG_066508.1	blaIMP_71.NG_056414.1	blaIMP_75.NG_057607.1	blaIMP_83.NG_065874.1
blaIMP_-_4	blaIMP_11.NG_049174.1	blaIMP_16.NG_049179.1	blaIMP_19.NG_049182.1	blaIMP_2.NG_049183.1	blaIMP_20.NG_049184.1	blaIMP_21.NG_049185.1	blaIMP_22.NG_049186.1	blaIMP_23.NG_049187.1	blaIMP_24.NG_049188.1	blaIMP_29.NG_049193.1	blaIMP_41.NG_049205.1	blaIMP_44.NG_049208.1	blaIMP_58.NG_049219.1	blaIMP_68.NG_055584.1	blaIMP_69.NG_055665.1	blaIMP_74.NG_057606.1	blaIMP_8.NG_049222.1
blaIMP_-_5	blaIMP_27.NG_049191.1	blaIMP_64.NG_054710.1	blaIMP_67.NG_055271.1
blaIMP_-_6	blaIMP_45.NG_049209.1	blaIMP_53.NG_049215.1	blaIMP_82.NG_065873.1	blaIMP_9.NG_049223.1
blaIMP_3-	blaIMP_31.NG_049196.1	blaIMP_35.NG_049200.1
blaIND_-	blaIND_11.NG_049226.1	blaIND_12.NG_049227.1	blaIND_15.NG_049229.1	blaIND_2.NG_049230.1	blaIND_2a.NG_049231.1
blaIND_-_1	blaIND_1.NG_049224.1	blaIND_7.NG_049236.1
blaIND_-_2	blaIND_10.NG_049225.1	blaIND_16.NG_054943.1	blaIND_8.NG_049237.1
blaIND_-_3	blaIND_14.NG_049228.1	blaIND_3.NG_049232.1
blaIND_4	blaIND_4.NG_049233.1
blaIND_5	blaIND_5.NG_049234.1
blaIND_6	blaIND_6.NG_049235.1
blaIND_9	blaIND_9.NG_049238.1
blaJOHN_1	blaJOHN_1.NG_049239.1
blaKHM_1	blaKHM_1.NG_049240.1
blaKLUC_-	blaKLUC_1.NG_049241.1	blaKLUC_2.NG_049242.1	blaKLUC_3.NG_062209.1	blaKLUC_4.NG_062210.1	blaKLUC_5.NG_062249.1
blaKPC_-	blaKPC_10.NG_049243.1	blaKPC_11.NG_049244.1	blaKPC_12.NG_049245.1	blaKPC_13.NG_049246.1	blaKPC_14.NG_049247.1	blaKPC_15.NG_049248.1	blaKPC_16.NG_049249.1	blaKPC_17.NG_049250.1	blaKPC_18.NG_049251.1	blaKPC_19.NG_049252.1	blaKPC_2.NG_049253.1	blaKPC_21.NG_049254.1	blaKPC_22.NG_049255.1	blaKPC_23.NG_060569.1	blaKPC_24.NG_049256.1	blaKPC_25.NG_051167.1	blaKPC_26.NG_051469.1	blaKPC_27.NG_052862.1	blaKPC_28.NG_052581.1	blaKPC_29.NG_055580.1	blaKPC_3.NG_049257.1	blaKPC_30.NG_054685.1	blaKPC_31.NG_055494.1	blaKPC_32.NG_055495.1	blaKPC_33.NG_056170.1	blaKPC_34.NG_057447.1	blaKPC_35.NG_060524.1	blaKPC_36.NG_061389.1	blaKPC_37.NG_061612.1	blaKPC_38.NG_062357.1	blaKPC_39.NG_063841.1	blaKPC_4.NG_049258.1	blaKPC_40.NG_064726.1	blaKPC_41.NG_065876.1	blaKPC_42.NG_064727.1	blaKPC_43.NG_064728.1	blaKPC_44.NG_065427.1	blaKPC_45.NG_065877.1	blaKPC_46.NG_065878.1	blaKPC_49.NG_071203.1	blaKPC_5.NG_049259.1	blaKPC_50.NG_068507.1	blaKPC_51.NG_067224.1	blaKPC_52.NG_067225.1	blaKPC_53.NG_068176.1	blaKPC_54.NG_067226.1	blaKPC_55.NG_068177.1	blaKPC_56.NG_068016.1	blaKPC_57.NG_068508.1	blaKPC_58.NG_070177.1	blaKPC_59.NG_070178.1	blaKPC_6.NG_049260.1	blaKPC_60.NG_070179.1	blaKPC_61.NG_070180.1	blaKPC_66.NG_070739.1	blaKPC_7.NG_049261.1	blaKPC_71.NG_070895.1	blaKPC_72.NG_070740.1	blaKPC_73.NG_070741.1	blaKPC_74.NG_070742.1	blaKPC_75.NG_070743.1	blaKPC_76.NG_070896.1	blaKPC_77.NG_070897.1	blaKPC_78.NG_071204.1	blaKPC_79.NG_071205.1	blaKPC_8.NG_049262.1
blaL	blaL.NG_050596.1	blaL.NG_050597.1	blaL.NG_050939.1
blaL1	blaL1.NG_047504.1
blaL1_1	blaL1.NG_047501.1	blaL1.NG_047502.1	blaL1.NG_047505.1	blaL1.NG_047506.1	blaL1.NG_047509.1	blaL1.NG_047510.1	blaL1.NG_047514.1	blaL1.NG_047517.1
blaL1_2	blaL1.NG_047503.1
blaL1_3	blaL1.NG_047507.1	blaL1.NG_047508.1	blaL1.NG_047513.1
blaL1_4	blaL1.NG_047511.1	blaL1.NG_047512.1	blaL1.NG_047515.1	blaL1.NG_047516.1
blaL2	blaL2.NG_047518.1
blaLAP_-	blaLAP_1.NG_049263.1	blaLAP_2.NG_049264.1
blaLHK_-	blaLHK_1.NG_056482.1	blaLHK_2.NG_056483.1	blaLHK_3.NG_056484.1	blaLHK_4.NG_056485.1	blaLHK_5.NG_056486.1	blaLHK_6.NG_056487.1	blaLHK_7.NG_056488.1
blaLMB_1	blaLMB_1.NG_070744.1
blaLRA1	blaLRA1.NG_047484.1
blaLRA10	blaLRA10.NG_055767.1
blaLRA12	blaLRA12.NG_047523.1
blaLRA17	blaLRA17.NG_047524.1
blaLRA18	blaLRA18.NG_055765.1
blaLRA19	blaLRA19.NG_047525.1
blaLRA2	blaLRA2.NG_047519.1
blaLRA3	blaLRA3.NG_047520.1
blaLRA5	blaLRA5.NG_047485.1
blaLRA7	blaLRA7.NG_055766.1
blaLRA8	blaLRA8.NG_047521.1
blaLRA9	blaLRA9.NG_047522.1
blaLRG_1	blaLRG_1.NG_049283.1
blaLUS_1	blaLUS_1.NG_055472.1
blaLUT_-	blaLUT_1.NG_049284.1	blaLUT_2.NG_049285.1	blaLUT_3.NG_049286.1	blaLUT_4.NG_049287.1	blaLUT_5.NG_049288.1	blaLUT_6.NG_049289.1
blaM	blaM.NG_047526.1
blaMCA	blaMCA.NG_055474.1
blaMIR_-	blaMIR_15.NG_049299.1	blaMIR_17.NG_049301.1	blaMIR_2.NG_049303.1	blaMIR_20.NG_050722.1	blaMIR_22.NG_055671.1	blaMIR_23.NG_066710.1	blaMIR_4.NG_049305.1	blaMIR_5.NG_049306.1	blaMIR_6.NG_049307.1	blaMIR_7.NG_049308.1
blaMOC_1	blaMOC_1.NG_051495.1
blaMOX_-	blaMOX_12.NG_049314.1	blaMOX_13.NG_055585.1	blaMOX_5.NG_049318.1	blaMOX_6.NG_049319.1	blaMOX_7.NG_049320.1	blaMOX_8.NG_049321.1
blaMOX_9	blaMOX_9.NG_049322.1
blaMSI_1	blaMSI_1.NG_049323.2
blaMUS_-	blaMUS_1.NG_049324.1	blaMUS_2.NG_049325.1
blaMYO_1	blaMYO_1.NG_059325.1
blaMYX_1	blaMYX_1.NG_057453.1
